player_total,is_soft,dealer_up,true_count,action,EV,samples
16,True,6,-1,D,2.0,1
16,True,4,-2,D,0.0,2
10,False,9,-1,D,0.0,4
14,True,10,-1,H,-0.6,5
22,True,7,0,P,0.0,2
4,False,4,0,P,-0.25,4
16,False,8,1,H,-0.5,8
15,True,10,-3,H,1.0,2
16,True,8,-3,H,1.0,1
16,True,7,-5,H,1.0,1
21,True,2,-4,S,1.5,1
21,True,10,-5,S,1.5,3
7,False,8,-7,H,-1.0,1
9,False,2,-6,H,1.0,1
20,False,10,-5,S,1.0,1
14,False,3,-7,S,-1.0,1
18,True,3,-7,D,0.0,1
13,False,8,-8,H,-1.0,2
9,False,7,-8,H,1.0,1
11,False,10,-7,D,-2.0,1
13,False,3,-7,S,0.0,2
21,True,4,-6,S,1.5,1
4,False,2,-6,P,2.0,1
12,False,3,-5,P,-2.0,1
6,False,9,0,H,-0.2,5
7,False,11,1,N,-1.0,1
7,False,5,0,H,0.0,6
6,False,6,1,P,-5.0,1
5,False,2,3,H,-1.0,2
18,False,9,3,S,-0.167,6
21,True,5,2,S,1.5,3
19,True,7,2,S,0.0,1
15,True,2,2,H,1.0,1
8,False,9,1,H,0.0,2
18,True,8,1,S,0.5,2
15,False,10,-3,R,-0.5,2
16,False,10,-5,R,-0.5,1
13,True,11,0,N,-0.333,3
17,False,9,-1,S,-0.375,8
20,True,9,-1,S,-0.5,2
14,False,4,-2,S,0.5,4
14,True,2,-2,H,1.0,1
18,False,9,2,S,-1.0,2
14,False,9,2,H,-0.6,5
20,True,2,2,S,1.0,1
16,False,7,2,H,-0.6,5
12,False,6,0,P,0.5,2
11,False,6,-2,D,2.0,2
7,False,2,-2,H,-1.0,1
8,False,11,-1,N,0.0,3
5,False,6,-1,H,-1.0,1
18,True,4,1,D,1.333,3
6,False,7,2,H,-1.0,1
18,False,7,3,S,1.0,1
7,False,11,3,N,0.0,2
18,True,8,3,S,1.0,1
6,False,2,3,H,1.0,1
13,True,4,-1,H,0.0,2
12,False,3,0,P,-2.0,2
17,True,3,2,D,2.0,1
18,False,9,-2,S,0.0,2
21,True,6,-3,S,1.5,1
20,False,5,-5,S,1.0,1
17,False,9,-6,S,1.0,1
6,False,6,0,P,-2.0,1
7,False,2,1,H,0.0,5
5,False,7,2,H,-1.0,1
16,False,4,1,S,0.2,5
12,False,2,2,H,-0.333,3
14,False,9,3,H,-1.0,2
19,True,6,3,D,2.0,1
5,False,5,3,H,1.0,1
13,False,11,4,N,-0.5,2
17,True,10,5,H,1.0,1
12,False,5,5,S,-1.0,1
14,True,8,6,H,0.0,1
15,False,10,5,R,-0.5,2
20,False,4,5,S,1.0,1
19,False,5,4,S,0.0,2
13,True,8,3,H,1.0,1
20,False,7,4,S,1.0,1
16,False,5,3,S,-1.0,1
14,False,5,4,S,1.0,1
14,False,7,-1,H,-0.6,5
13,True,4,2,H,1.0,1
20,False,7,3,S,0.75,4
13,False,4,2,S,-1.0,2
9,False,10,3,H,-1.0,2
16,False,2,2,S,-1.0,1
16,False,4,3,S,-1.0,1
18,False,10,5,S,-1.0,2
13,True,11,4,N,0.0,2
16,True,3,4,H,-1.0,1
22,True,11,1,N,-1.0,1
14,False,7,1,H,0.0,4
17,True,5,0,D,0.667,6
17,True,3,-1,D,-2.0,3
19,True,5,-1,S,0.333,3
17,True,6,0,D,0.667,3
14,False,6,0,P,1.0,3
14,True,10,-3,H,-0.333,3
8,False,2,-1,H,0.0,2
16,False,6,0,P,0.0,2
17,True,7,-1,H,-1.0,2
16,False,9,-1,P,0.0,1
13,False,6,-2,S,0.333,3
18,True,6,-2,D,0.0,2
22,True,7,-1,P,1.0,2
22,True,10,-1,P,1.333,3
18,True,5,-1,D,2.0,2
13,False,5,-2,S,-1.0,1
7,False,5,-1,H,1.0,1
6,False,2,-1,H,-1.0,1
19,True,8,0,S,1.0,2
12,False,6,2,S,0.333,3
17,False,4,3,S,0.0,4
15,False,7,3,H,-1.0,1
13,True,7,3,H,1.0,1
14,True,10,3,H,0.333,3
11,False,9,2,D,0.667,3
15,True,6,0,D,-2.0,4
13,False,9,2,H,-0.667,6
21,True,3,5,S,1.5,1
12,False,6,5,S,1.0,2
6,False,5,4,H,1.0,1
20,False,3,6,S,1.0,1
20,False,7,-3,S,1.0,3
13,True,2,-4,H,-1.0,1
20,True,10,-3,S,0.0,1
16,True,7,-2,H,1.0,1
4,False,10,-4,H,-1.0,1
20,False,10,5,S,0.75,4
12,False,11,5,N,-1.0,3
11,False,9,7,D,2.0,1
21,True,10,7,S,1.5,2
22,True,6,0,P,-2.0,1
6,False,9,-2,H,-0.5,2
16,True,3,-2,H,-1.0,1
7,False,3,-1,H,0.667,3
14,False,10,-4,H,-1.0,1
8,False,4,-4,H,1.0,1
16,False,11,-5,N,-0.5,1
12,False,11,-5,N,1.0,1
6,False,10,-5,H,-1.0,1
14,False,4,-5,S,-1.0,1
15,True,2,-6,H,-1.0,1
20,False,5,-6,S,1.0,1
21,True,10,-2,S,1.5,7
17,False,2,-2,S,-1.0,1
8,False,10,-2,H,-1.0,3
15,False,11,-2,N,-0.8,5
12,False,5,-3,S,-1.0,1
16,True,9,-2,H,-1.0,1
13,False,5,-3,S,-1.0,1
18,False,8,0,P,-1.0,1
11,False,9,1,D,0.0,2
22,True,10,0,P,1.333,3
9,False,8,-3,H,1.0,1
10,False,10,-4,H,0.333,3
16,False,2,-3,S,0.0,4
10,False,3,-4,D,0.0,2
9,False,3,-5,D,2.0,1
18,False,10,-4,S,-1.0,1
17,False,2,-6,S,0.0,1
12,False,9,-6,H,1.0,1
15,False,9,-6,H,-1.0,1
13,False,9,-5,H,1.0,1
14,False,5,-6,P,2.0,1
11,False,4,-7,D,2.0,1
12,False,5,-8,P,2.0,1
19,True,7,-2,S,1.0,1
17,False,4,-2,S,0.5,2
9,False,2,1,H,1.0,1
15,True,10,2,H,-0.333,3
7,False,9,1,H,1.0,2
20,False,5,2,S,1.0,3
7,False,6,2,H,1.0,1
22,True,7,2,P,2.0,1
19,True,6,1,D,2.0,2
17,False,9,2,S,-1.0,2
21,True,2,2,S,1.5,5
16,True,2,-2,H,-1.0,1
16,False,10,-2,P,-2.0,1
8,False,8,-2,H,0.0,1
11,False,5,-3,D,1.0,2
10,False,7,-3,D,0.0,2
16,False,7,-4,H,-1.0,2
7,False,7,-4,H,-1.0,1
22,True,11,-1,N,0.0,1
13,True,10,-3,H,0.0,1
20,True,5,-2,S,1.0,1
14,True,7,0,H,0.333,3
13,True,10,-1,H,1.0,2
8,False,5,-1,P,-2.0,1
5,False,5,0,H,-0.333,3
16,False,9,2,R,-0.5,2
14,True,6,-1,D,-2.0,1
7,False,9,-2,H,1.0,2
11,False,5,-1,D,1.0,2
17,True,8,0,H,-0.333,3
6,False,10,-2,H,-1.0,1
11,False,11,-2,N,-0.667,3
15,True,7,-2,H,-1.0,1
19,True,6,-2,D,-2.0,1
15,True,5,-2,D,-2.0,2
20,False,4,2,S,1.0,2
10,False,8,1,D,2.0,1
9,False,3,2,D,2.0,2
17,False,3,3,S,0.0,1
15,False,5,3,S,0.0,2
13,False,9,4,H,0.0,1
19,False,2,4,S,1.0,1
10,False,10,5,H,0.0,2
9,False,10,6,H,0.0,1
9,False,3,5,D,0.0,2
21,True,4,3,S,1.5,2
10,False,11,-1,N,0.0,2
19,False,8,-3,S,1.0,1
12,False,6,-3,S,0.0,2
12,False,7,-2,H,-0.333,3
21,True,9,-2,S,1.5,2
19,False,2,-2,S,0.5,2
19,False,10,-4,S,1.0,1
6,False,3,-4,H,-1.0,1
8,False,8,-4,H,1.0,1
8,False,11,-4,N,-1.0,1
21,True,10,-4,S,1.5,1
12,False,2,-5,H,1.0,1
14,False,6,-4,S,1.0,1
9,False,10,-4,H,0.0,2
10,False,6,-4,D,2.0,2
15,True,8,-3,H,1.0,1
16,False,11,-3,N,-0.5,1
13,False,8,-5,H,-1.0,1
13,False,3,-5,S,1.0,1
9,False,8,-4,H,1.0,1
20,False,8,-4,S,1.0,1
19,False,9,-6,S,0.0,1
8,False,8,-7,H,1.0,1
18,True,11,0,N,-1.0,3
13,True,5,3,D,2.0,1
9,False,8,3,H,-1.0,1
9,False,3,4,D,0.0,2
19,True,2,7,S,1.0,1
18,True,10,7,H,1.0,2
19,False,10,5,S,-1.0,2
22,True,5,0,P,0.0,2
20,False,7,-2,S,0.5,4
6,False,11,-2,N,1.0,1
19,False,11,-4,N,-1.0,1
9,False,7,-4,H,-1.0,1
20,True,11,-1,N,0.75,4
12,False,4,0,P,0.5,2
18,True,10,1,H,0.333,6
6,False,6,2,H,-1.0,1
17,False,4,4,S,-1.0,1
16,False,6,4,P,-2.0,1
13,False,7,4,H,-0.333,3
15,False,7,5,H,0.333,3
16,False,5,5,S,-1.0,1
11,False,9,6,D,-2.0,1
17,False,5,6,S,1.0,1
16,False,10,6,R,-0.5,2
13,False,10,8,H,-1.0,1
12,False,4,1,P,-4.0,1
11,False,7,2,D,2.0,1
20,True,5,3,S,1.0,1
10,False,11,2,N,-1.0,2
12,False,11,3,N,-1.0,1
18,False,7,2,S,1.0,1
18,False,4,6,P,-2.0,1
19,True,8,5,S,1.0,1
16,False,8,0,P,-2.0,1
5,False,8,1,H,1.0,2
10,False,11,1,N,-0.2,5
8,False,8,1,H,1.0,1
13,True,2,0,H,0.333,3
7,False,7,2,H,0.0,2
9,False,6,3,D,0.0,1
15,False,9,5,H,-1.0,2
11,False,6,4,D,-2.0,2
21,True,9,6,S,1.5,2
9,False,6,5,D,2.0,1
15,False,2,7,S,-1.0,1
20,False,10,8,S,1.0,1
18,True,5,7,D,2.0,1
11,False,7,6,D,2.0,1
18,False,2,1,S,-0.333,3
6,False,5,1,H,0.0,4
18,True,6,3,D,-2.0,1
21,True,4,2,S,1.5,3
6,False,7,0,P,0.0,3
16,False,4,-3,S,-1.0,1
17,False,8,-3,S,-1.0,1
5,False,4,-1,H,-1.0,1
17,True,8,1,H,0.0,2
6,False,8,0,H,1.0,2
7,False,5,-2,H,0.0,2
12,False,4,-3,S,0.333,3
15,True,6,-4,D,-2.0,1
17,False,9,-3,S,-0.5,2
18,False,3,-4,S,-1.0,2
15,False,11,-4,N,-0.5,1
17,True,3,-7,D,2.0,1
22,True,4,1,P,1.667,3
18,False,11,-1,N,0.0,3
19,True,11,-1,N,0.0,1
13,True,5,-3,D,-2.0,1
8,False,5,-2,H,1.0,1
9,False,4,-2,D,-2.0,2
19,True,10,-1,S,1.0,3
17,True,10,1,H,0.333,3
19,False,2,3,S,1.0,1
13,True,10,4,H,1.0,1
17,True,5,2,D,2.0,1
17,False,3,2,S,1.0,1
6,False,4,1,H,-1.0,1
8,False,2,4,H,-1.0,1
10,False,10,3,H,-0.2,5
19,False,4,4,S,1.0,1
10,False,8,3,D,2.0,1
15,False,8,3,H,0.0,2
16,False,2,3,S,-1.0,1
14,False,4,5,S,-1.0,1
8,False,10,5,H,0.0,1
12,False,2,6,H,-1.0,1
16,False,8,5,H,1.0,1
14,True,4,6,H,-1.0,1
18,True,6,6,D,2.0,1
17,False,7,5,S,-1.0,1
16,False,11,6,N,-0.5,1
5,False,10,6,H,-1.0,1
18,True,4,0,D,0.4,5
13,True,7,-3,H,1.0,1
8,False,3,-3,H,-1.0,1
18,False,11,-3,N,0.0,1
13,False,2,4,S,0.0,2
22,True,3,1,P,-0.5,2
17,True,11,1,N,0.0,2
17,False,6,4,S,-0.5,2
13,True,10,2,H,-1.0,1
13,True,8,-1,H,1.0,1
20,False,3,-2,S,0.0,3
15,False,2,-2,S,1.0,3
20,True,10,-2,S,0.5,2
9,False,8,-2,H,1.0,2
11,False,11,-3,N,0.5,2
13,True,9,-6,H,-1.0,1
15,True,4,-6,D,2.0,1
15,False,5,-6,S,1.0,1
6,False,2,-5,H,-1.0,1
13,False,5,-6,S,1.0,1
21,True,8,-5,S,1.5,1
13,False,4,-6,S,1.0,1
14,False,9,-6,H,-1.0,1
13,False,9,-6,H,-1.0,1
15,False,6,-7,S,1.0,1
15,False,8,-8,H,-1.0,1
14,False,7,-7,H,-1.0,1
18,False,6,0,P,0.0,2
19,False,5,2,S,0.0,3
10,False,4,4,D,2.0,1
15,True,4,3,D,-2.0,1
10,False,11,3,N,1.0,1
19,False,6,3,S,-0.5,2
18,False,4,3,S,-1.0,1
16,False,10,-3,P,-2.0,2
14,True,8,-3,H,-1.0,1
18,False,7,-5,S,-1.0,1
20,True,10,-6,S,0.0,1
15,False,7,-7,H,1.0,1
20,False,4,-6,S,1.0,2
15,False,10,-7,R,-0.5,1
17,False,4,-7,S,1.0,1
18,False,6,-8,S,-1.0,1
15,True,5,-8,D,2.0,1
12,False,5,-8,S,1.0,1
9,False,9,-9,H,1.0,1
9,False,10,-7,H,1.0,1
7,False,7,-6,H,-1.0,1
18,False,9,-4,P,3.0,1
13,False,8,-4,H,-1.0,1
16,False,2,-5,S,-1.0,1
9,False,2,-4,H,0.0,2
16,False,8,-3,P,0.0,1
16,False,5,1,P,-1.0,1
12,False,3,2,H,-1.0,2
16,False,4,2,S,0.0,2
18,True,11,3,N,-1.0,2
17,False,5,2,S,-0.667,3
7,False,5,3,H,0.0,3
16,False,5,2,S,-0.5,4
16,False,11,2,N,-0.5,4
7,False,10,3,H,-1.0,2
17,True,9,3,H,-1.0,1
21,True,6,2,S,1.5,1
16,True,11,-1,N,-1.0,1
13,True,9,-2,H,0.0,2
15,True,6,-2,D,2.0,1
6,False,5,-3,H,-1.0,1
20,False,11,-3,N,1.0,1
6,False,4,-4,P,3.0,1
10,False,10,-5,H,1.0,1
8,False,5,-6,H,-1.0,1
17,True,8,-4,H,1.0,1
15,True,10,-4,H,1.0,1
7,False,2,0,H,-0.2,5
5,False,10,4,H,0.0,2
6,False,6,3,H,1.0,1
9,False,9,4,H,-1.0,1
20,True,2,4,S,1.0,1
9,False,7,4,H,1.0,1
14,True,3,5,H,1.0,1
7,False,9,5,H,-1.0,1
14,False,7,0,P,2.0,1
6,False,2,-2,P,-2.0,1
16,True,4,-1,D,2.0,1
12,False,11,-2,N,-0.8,5
19,True,5,-2,S,1.0,1
19,False,4,-3,S,0.0,2
8,False,5,-3,H,1.0,1
19,False,4,-4,S,1.0,1
19,False,3,-4,S,1.0,1
19,False,10,-5,S,1.0,1
17,False,4,-6,S,0.0,1
5,False,5,-6,H,-1.0,1
10,False,7,-4,D,-2.0,1
18,False,4,2,S,1.0,1
5,False,4,1,H,1.0,1
18,True,10,-2,H,-1.0,1
10,False,2,-2,D,-2.0,1
6,False,6,-3,H,-1.0,1
14,False,3,0,P,2.0,1
21,True,11,2,N,0.0,1
22,True,8,0,P,2.0,2
17,True,3,3,D,2.0,1
7,False,10,5,H,1.0,1
12,False,6,6,S,-1.0,2
10,False,4,8,D,2.0,1
17,False,5,8,S,1.0,1
12,False,10,8,H,-1.0,1
20,False,11,7,N,1.0,1
10,False,2,4,D,0.0,1
13,False,3,6,S,0.0,2
8,False,2,3,H,-1.0,2
12,False,11,4,N,-1.0,1
11,False,2,5,D,2.0,1
11,False,10,6,D,-2.0,1
17,False,7,6,S,1.0,1
14,False,8,6,H,1.0,1
18,False,10,7,S,-1.0,1
20,False,10,7,S,0.5,2
19,False,10,6,S,0.0,2
17,False,2,6,S,0.0,1
14,False,6,6,S,-1.0,1
13,False,10,7,H,-1.0,1
17,False,11,7,N,-1.0,1
18,False,9,6,S,-1.0,1
21,True,8,6,S,1.5,1
6,False,4,5,H,-1.0,1
17,False,3,6,S,-1.0,1
4,False,5,5,P,-3.0,1
14,True,4,8,H,1.0,1
15,False,11,10,N,-0.5,1
20,False,9,10,S,1.0,1
20,False,5,8,S,1.0,1
13,True,10,7,H,1.0,1
14,False,9,7,H,-1.0,1
9,False,10,7,H,1.0,1
5,False,11,-1,N,0.333,3
9,False,4,-3,D,2.0,1
12,False,8,-3,H,-1.0,1
16,False,5,2,P,-2.0,1
12,False,8,2,H,1.0,1
14,False,2,0,P,0.0,1
10,False,8,2,D,-1.0,2
14,True,6,2,D,2.0,1
15,True,8,0,H,0.0,2
7,False,4,1,H,1.0,1
8,False,7,2,H,1.0,1
14,False,4,4,S,1.0,2
16,False,4,5,P,-1.0,1
10,False,10,6,H,-0.333,3
20,True,6,7,S,1.0,1
13,False,7,8,H,1.0,1
20,False,3,8,S,1.0,1
12,False,10,9,H,1.0,1
12,False,11,10,N,-1.0,1
20,False,8,10,S,1.0,1
20,False,6,9,S,1.0,1
14,False,6,8,S,1.0,1
11,False,3,9,D,2.0,1
14,True,10,10,H,-1.0,1
15,False,11,9,N,-0.5,2
15,False,6,8,S,1.0,1
12,False,2,-1,P,-3.0,1
16,False,10,2,P,-0.5,2
14,True,10,1,H,0.333,3
14,True,3,1,H,1.0,1
21,True,7,-4,S,1.5,1
9,False,8,-7,H,-1.0,1
13,False,7,-6,H,-1.0,1
13,False,9,-7,H,1.0,1
11,False,7,-8,D,-2.0,1
13,False,2,-7,S,1.0,1
16,False,6,-6,S,-1.0,1
17,False,7,-4,S,1.0,1
19,False,9,-5,S,-1.0,1
10,False,9,-5,D,-2.0,1
14,False,4,0,P,-3.0,1
20,True,11,1,N,1.0,1
9,False,6,1,D,-2.0,1
18,False,7,1,S,-0.5,2
14,False,5,1,S,-0.333,3
20,False,2,5,S,0.5,2
13,False,6,4,S,1.0,1
12,False,4,4,S,0.0,2
14,True,6,5,D,-2.0,1
14,False,10,6,H,-1.0,1
21,True,8,4,S,1.5,1
17,False,11,5,N,-0.5,1
20,True,4,-2,S,1.0,1
6,False,3,-3,H,-1.0,1
4,False,9,-1,H,-1.0,1
7,False,9,-1,H,-0.5,4
19,True,2,-4,S,1.0,1
13,False,9,-4,H,-1.0,1
10,False,8,-4,D,2.0,1
20,True,6,-3,S,0.0,1
6,False,2,1,H,-1.0,1
12,False,10,5,H,1.0,1
14,True,10,2,H,0.5,2
13,False,9,3,H,1.0,1
12,False,9,4,H,1.0,1
14,False,8,4,H,-1.0,1
18,False,5,4,S,1.0,1
17,False,5,4,S,0.5,2
18,True,11,4,N,-1.0,1
15,False,3,5,S,-1.0,1
14,False,9,6,H,-1.0,1
21,True,9,7,S,1.5,1
12,False,9,6,H,-1.0,1
6,False,10,7,H,-1.0,1
16,False,7,6,H,1.0,1
18,True,7,7,S,0.0,1
15,False,10,6,R,-0.5,1
19,False,11,2,N,-0.333,3
9,False,3,1,D,0.0,2
8,False,4,2,H,-1.0,1
17,True,7,2,H,-1.0,1
17,False,6,3,S,-1.0,1
10,False,9,2,D,2.0,1
9,False,7,2,H,1.0,1
7,False,7,3,H,1.0,1
7,False,10,4,H,-1.0,1
20,False,3,4,S,-1.0,1
20,True,6,3,S,1.0,2
11,False,5,4,D,2.0,1
21,True,11,4,N,1.5,1
21,True,7,2,S,1.5,1
18,True,7,2,S,0.5,2
19,False,7,-2,S,1.0,1
12,False,3,-2,H,-1.0,1
22,True,8,-2,P,-2.0,1
7,False,8,-4,H,1.0,1
12,False,3,-3,P,0.0,1
12,False,3,-1,P,-3.0,1
12,False,7,-3,H,-1.0,1
11,False,3,-4,D,2.0,1
10,False,2,-3,D,0.0,2
18,True,10,2,H,-1.0,2
16,False,4,3,P,3.0,1
5,False,8,3,H,1.0,1
16,True,9,5,H,-1.0,1
19,False,8,4,S,1.0,1
9,False,11,4,N,0.0,1
8,False,3,2,H,0.0,2
20,True,11,3,N,-1.0,1
22,True,10,-2,P,1.0,2
20,False,5,5,S,1.0,2
18,False,9,-2,P,-2.0,1
13,False,7,-3,H,0.5,2
14,True,9,-3,H,1.0,1
12,False,2,1,H,1.0,2
5,False,10,1,H,-1.0,1
22,True,2,1,P,0.0,1
16,True,8,3,H,0.0,1
7,False,11,-1,N,-1.0,1
14,True,11,-1,N,-1.0,1
19,True,4,-2,S,0.0,1
14,False,7,-3,H,1.0,1
21,True,6,-2,S,1.5,1
20,True,9,3,S,0.0,1
16,True,9,1,H,-1.0,1
22,True,7,3,P,-2.0,1
16,False,8,3,H,-1.0,1
8,False,5,3,H,0.0,1
12,False,5,6,S,1.0,1
18,False,10,6,S,1.0,1
21,True,9,5,S,1.5,1
13,False,8,5,H,-1.0,1
17,False,9,5,S,-1.0,1
8,False,8,5,H,-1.0,1
17,False,3,4,S,0.0,1
20,False,8,5,S,1.0,2
17,False,9,3,S,-1.0,1
19,True,4,-1,S,0.0,2
21,True,8,-1,S,1.5,1
5,False,5,-2,H,-1.0,1
5,False,9,-2,H,-1.0,1
11,False,8,-2,D,2.0,1
14,True,2,2,H,0.0,1
18,False,3,3,S,1.0,1
15,False,9,3,H,-1.0,2
18,True,7,1,S,0.0,1
14,True,2,3,H,1.0,1
21,True,4,5,S,1.5,1
8,False,11,4,N,1.0,1
12,False,7,4,H,-1.0,1
7,False,4,4,H,-1.0,1
21,True,5,5,S,1.5,1
13,True,3,3,H,-1.0,1
9,False,11,2,N,1.0,1
4,False,7,2,P,1.0,1
15,True,3,2,H,-1.0,1
6,False,3,-1,P,2.0,1
12,False,6,-2,P,-7.0,1
13,True,6,-2,D,2.0,1
13,True,5,1,D,-2.0,1
13,True,11,2,N,-1.0,1
20,True,8,1,S,1.0,1
16,True,10,2,H,-1.0,1
14,False,2,4,S,0.333,3
20,True,6,4,S,-1.0,1
9,False,6,4,D,-2.0,1
19,False,11,7,N,1.0,1
17,False,11,6,N,-0.5,1
6,False,11,4,N,-1.0,1
15,True,5,3,D,2.0,1
15,False,3,3,S,1.0,2
8,False,3,5,H,1.0,1
14,True,4,-1,H,1.0,1
12,False,2,-4,H,1.0,1
13,False,9,-3,H,-1.0,1
6,False,9,-3,H,1.0,1
18,False,6,-2,P,4.0,1
18,False,2,3,S,1.0,1
19,True,9,-1,S,1.0,1
14,False,6,-1,P,1.0,1
16,False,7,-2,P,1.0,1
21,True,9,3,S,1.5,1
13,True,7,5,H,1.0,1
17,False,11,3,N,-0.75,2
16,True,4,2,D,-2.0,1
12,False,9,2,H,1.0,2
12,False,8,4,H,-1.0,1
19,True,9,2,S,0.0,1
16,False,11,3,N,-0.5,1
20,False,11,3,N,-1.0,1
18,False,9,2,P,0.0,1
10,False,4,2,D,2.0,1
22,True,5,2,P,2.0,1
10,False,2,2,D,-2.0,1
16,True,7,-1,H,1.0,1
4,False,11,-1,N,1.0,1
5,False,3,-1,H,1.0,1
20,True,2,-1,S,1.0,1
16,False,3,-2,P,2.0,1
15,True,8,1,H,-1.0,1
13,True,7,2,H,-1.0,1
18,True,2,1,D,2.0,1
19,False,11,3,N,-1.0,1
21,True,7,4,S,1.5,2
15,False,3,-3,S,-1.0,2
16,True,2,-3,H,0.0,1
20,True,3,-2,S,1.0,1
18,False,4,-3,S,1.0,1
20,True,7,-3,S,0.0,1
18,False,7,-3,S,1.0,1
11,False,7,-3,D,0.0,2
19,True,11,-3,N,-1.0,1
7,False,7,-3,H,0.0,1
19,False,6,-4,S,-1.0,1
17,True,5,-2,D,0.0,1
13,False,2,-3,S,1.0,1
17,True,4,-1,D,-2.0,1
12,False,2,1,P,-3.0,1
17,False,7,4,S,0.0,1
12,False,3,6,H,1.0,1
19,False,3,7,S,1.0,1
11,False,6,2,D,2.0,1
16,False,9,4,P,2.0,1
15,True,7,4,H,1.0,1
8,False,8,4,H,-1.0,1
19,True,11,2,N,-1.0,1
19,True,6,-1,D,2.0,1
15,False,5,-2,S,1.0,1
5,False,10,-2,H,-1.0,1
9,False,3,-2,D,2.0,1
17,False,7,2,S,1.0,1
22,True,6,2,P,2.0,1
4,False,9,0,H,1.0,1
6,False,9,2,H,1.0,1
19,True,5,4,S,1.0,1
17,True,6,1,D,2.0,1
6,False,5,2,H,-1.0,1
18,True,9,1,H,1.0,1
