player_total,is_soft,dealer_up,true_count,EV,samples
9,False,6,-2,-0.667,3
16,False,6,0,-0.28,25
19,False,6,0,0.529,17
10,False,9,0,-0.533,15
20,True,3,0,1.0,4
12,False,11,-1,-0.2,5
20,False,7,-1,0.5,10
8,False,6,-2,0.333,3
11,False,3,-2,0.857,7
20,False,4,-2,0.667,3
6,False,10,-3,-0.333,3
13,True,6,-3,-2.0,1
18,False,3,-3,1.0,2
14,False,9,-3,0.0,4
16,False,9,-3,-0.5,2
17,False,11,-3,-0.5,1
12,False,11,-3,-0.333,3
13,False,10,-3,-0.429,7
11,False,4,-4,-2.0,2
10,False,10,-2,0.0,10
13,True,7,-2,1.0,3
10,False,3,-2,-1.0,4
9,False,4,-1,1.2,5
15,True,7,-1,1.0,1
14,False,4,-1,-0.333,3
14,False,5,0,-0.269,26
14,True,4,0,1.0,6
18,False,5,0,0.0,20
19,False,2,0,0.316,19
19,False,4,0,0.3,20
13,False,4,1,0.0,6
11,False,3,1,0.4,5
17,False,8,2,-0.25,4
16,True,7,1,0.0,3
6,False,7,-1,0.5,4
13,False,5,-1,0.143,7
9,False,9,0,0.667,6
7,False,7,1,-0.667,3
20,False,3,-1,0.667,6
14,True,11,-2,0.0,2
9,False,2,-3,1.0,1
19,True,3,0,0.857,7
9,False,7,1,0.4,5
12,False,3,1,-0.333,6
20,False,6,1,0.714,7
13,False,7,1,-0.091,11
17,False,4,1,-0.167,6
21,True,3,0,1.5,25
16,False,4,-1,-0.375,8
8,False,8,-1,-0.75,4
18,False,2,-1,-0.167,6
18,True,6,-1,0.667,3
21,True,2,-1,1.5,6
18,False,11,0,-0.857,7
17,False,9,-2,-0.333,3
10,False,6,-2,1.2,5
6,False,5,0,0.444,9
15,False,9,1,-0.75,8
5,False,8,0,-0.5,4
16,False,4,1,1.0,6
20,True,5,2,1.0,1
14,True,11,1,0.0,2
20,True,7,0,1.0,4
13,False,7,0,0.16,25
7,False,10,-1,-0.25,16
13,False,7,-2,0.0,2
16,True,10,-2,1.0,3
11,False,10,-2,0.8,5
9,False,7,-2,1.0,1
16,False,3,-1,-0.5,4
20,False,6,-1,0.333,6
4,False,4,-1,1.0,2
4,False,10,-1,1.0,2
15,False,5,0,0.0,28
12,False,3,-1,-0.455,11
11,False,11,1,-0.25,4
14,True,2,0,-0.714,7
18,True,2,0,0.0,4
20,False,8,-1,1.0,6
19,False,8,-1,0.0,4
13,True,9,-1,0.333,3
18,True,4,-2,-2.0,1
5,False,8,-2,1.0,2
18,False,6,-2,1.0,6
15,False,3,-2,0.333,3
9,False,10,-1,0.067,15
17,False,3,-1,-0.167,6
15,True,4,0,1.5,4
8,False,8,0,0.143,14
20,True,2,0,1.0,6
8,False,3,1,-1.0,2
17,False,9,1,-0.5,2
8,False,10,1,-0.5,16
9,False,7,0,0.25,8
16,False,11,0,-0.554,28
13,True,10,0,-0.312,16
20,False,5,-1,0.667,12
14,False,7,-2,1.0,2
17,False,7,0,-0.125,16
16,False,8,-1,0.0,6
11,False,5,-2,0.0,2
5,False,9,0,-0.5,6
19,True,7,0,0.667,6
22,True,2,0,1.0,2
9,False,5,1,0.0,4
14,False,8,2,-0.5,4
16,False,7,3,-0.333,3
16,False,9,3,-0.5,2
7,False,11,4,-1.0,1
17,False,11,4,-0.75,2
21,True,6,3,1.5,3
12,False,4,3,-1.0,2
4,False,4,4,2.0,1
7,False,9,3,-1.0,1
20,False,2,4,1.0,1
18,False,10,4,0.5,6
17,True,10,3,-1.0,1
7,False,8,3,0.0,2
17,True,6,4,2.0,1
15,False,10,4,-0.571,7
14,False,2,3,0.333,3
16,False,9,4,0.333,3
14,False,3,4,-1.0,2
11,False,10,4,-0.667,3
16,False,6,4,-1.333,3
20,False,3,5,0.25,4
14,False,6,4,0.0,2
13,False,3,5,-1.0,1
19,True,8,6,1.0,2
12,False,10,5,0.0,2
12,False,3,5,0.0,2
21,True,4,4,1.5,1
9,False,5,5,2.0,1
17,False,4,6,0.0,1
20,False,5,7,1.0,1
17,False,10,6,-0.333,3
13,False,9,7,0.0,2
16,True,3,7,1.0,1
18,True,3,1,0.0,2
5,False,7,1,1.0,1
17,True,5,1,2.0,2
15,True,3,1,0.0,2
11,False,7,1,0.667,3
14,False,4,1,-0.333,3
17,False,5,-1,-0.375,8
21,True,2,1,1.5,4
15,True,3,3,1.0,1
19,False,8,3,1.0,1
11,False,10,2,0.8,10
17,True,11,3,1.0,1
10,False,5,0,1.143,14
18,True,6,0,-0.4,5
20,True,9,0,0.333,3
17,True,11,0,-1.0,4
17,True,10,-1,0.5,6
8,False,9,-1,-0.571,7
21,True,11,-2,1.5,2
10,False,5,-4,0.0,2
18,False,8,-3,1.0,1
6,False,4,-3,-1.0,1
9,False,11,-3,-1.0,1
19,False,6,-3,1.0,2
18,False,10,-3,-0.5,4
19,False,7,-4,1.0,1
15,False,2,-5,-1.0,1
14,False,8,-4,-1.0,3
10,False,10,-4,-0.2,5
13,False,7,-5,-1.0,1
17,True,5,-5,2.0,1
21,True,4,-4,1.5,1
15,False,9,-4,0.0,2
14,False,9,-4,-0.5,2
18,False,2,-4,1.0,1
16,True,5,0,0.0,1
20,True,6,0,0.75,4
15,True,9,0,0.167,6
19,True,8,1,0.5,2
21,True,2,0,1.5,16
22,True,6,-1,2.0,1
21,True,2,-2,1.5,2
10,False,4,-3,-2.0,2
8,False,3,-2,-0.5,2
21,True,3,-1,1.5,4
21,True,10,-3,1.25,6
20,False,7,-5,1.0,2
17,False,8,1,-0.2,5
12,False,4,2,-0.5,4
15,False,5,2,1.0,1
8,False,5,2,0.0,3
17,False,6,2,1.0,2
17,False,2,2,-0.4,5
10,False,4,-1,0.0,3
10,False,4,-2,-1.333,3
15,False,2,-1,-0.167,12
18,False,11,2,-0.667,3
17,False,3,1,-0.429,7
17,False,10,2,-0.455,11
9,False,4,1,1.0,2
13,False,11,3,-0.667,3
14,False,10,4,-1.0,6
18,False,4,0,0.211,19
17,True,10,0,-0.625,8
8,False,6,-1,1.0,2
19,True,2,-1,1.0,1
16,True,10,-1,1.0,2
17,True,9,-1,-1.0,2
13,True,7,0,0.556,9
15,True,10,-1,-0.167,6
16,False,3,-2,0.0,5
21,True,9,-1,1.5,3
10,False,8,-2,2.0,2
16,True,5,-1,1.0,2
20,False,8,-2,1.0,3
11,False,7,-2,-2.0,2
22,True,3,-1,-1.0,1
15,False,10,-2,-0.5,11
12,False,8,-2,0.0,3
19,False,5,-2,1.0,2
20,False,4,-3,1.0,2
13,False,6,-4,0.0,2
16,True,7,-4,-1.0,1
18,False,5,-6,0.0,1
17,False,10,-6,1.0,1
13,False,2,-6,1.0,1
15,False,6,-6,0.0,2
16,True,4,0,0.4,5
19,True,9,1,0.5,2
12,False,7,-1,0.0,6
7,False,10,-2,-0.5,8
17,True,7,0,1.0,2
12,False,4,1,-0.222,9
15,True,7,0,-0.5,4
15,False,7,-1,-0.25,4
18,False,7,-1,0.286,7
8,False,5,-1,0.0,4
7,False,7,-1,0.5,2
15,False,3,-1,-0.25,8
16,False,5,-2,1.0,2
8,False,2,-2,-0.333,3
14,False,6,-2,-0.5,4
17,False,8,-1,-1.0,3
18,True,11,-3,-1.0,1
4,False,9,1,1.0,1
15,True,7,1,-0.5,2
13,False,8,1,-0.455,11
8,False,4,0,0.0,9
17,False,7,1,-0.143,7
7,False,10,2,-0.333,6
17,True,6,2,2.0,1
9,False,4,2,2.0,1
11,False,5,2,-2.0,1
13,False,5,3,1.0,1
6,False,6,3,1.5,2
13,True,7,4,1.0,1
14,False,5,3,0.333,3
17,False,7,3,-0.5,2
8,False,3,3,1.0,2
15,False,7,4,1.0,2
19,True,10,4,1.0,2
19,False,10,3,0.0,4
11,False,11,2,-1.333,3
21,True,8,2,1.5,3
11,False,2,2,0.0,2
14,False,4,3,-1.0,1
20,False,4,4,1.0,2
17,False,9,4,0.25,4
14,True,6,3,-2.0,1
14,False,7,4,0.333,3
20,False,5,4,1.0,3
16,False,3,4,-1.0,1
17,True,5,5,2.0,1
13,False,2,5,-1.0,2
10,False,3,6,2.0,1
13,False,7,7,-1.0,1
4,False,5,0,-1.0,2
8,False,5,1,-0.333,3
12,False,11,2,0.0,3
13,False,3,1,-0.143,7
19,False,7,2,1.0,1
18,False,10,3,-0.2,5
20,False,2,2,1.0,7
21,True,3,1,1.5,4
6,False,6,-1,1.0,1
14,True,7,-1,-1.0,1
19,False,11,-2,-0.5,4
21,True,3,-2,1.5,1
16,False,9,-2,-0.5,4
7,False,8,-2,1.0,1
7,False,6,0,-0.5,4
22,True,9,0,0.5,2
13,True,3,0,0.143,7
5,False,6,0,-1.0,4
7,False,8,-1,1.0,1
5,False,4,0,0.5,4
15,True,9,1,-1.0,1
11,False,5,0,0.5,16
18,True,3,0,1.0,4
6,False,10,1,-1.0,3
12,False,5,-2,-0.5,4
19,False,10,-2,0.286,7
14,False,11,-2,-1.0,2
20,False,5,-3,0.667,3
12,False,10,-3,0.5,4
15,False,10,-4,-0.5,1
15,False,5,-4,-1.0,1
21,True,6,-4,1.5,1
17,False,4,-4,-1.0,2
16,False,10,-4,-0.75,2
19,False,7,-6,1.0,1
6,False,4,-7,-1.0,2
8,False,3,-7,1.0,1
18,True,7,-6,1.0,1
15,False,2,1,-0.714,7
15,False,3,1,0.6,5
19,False,4,1,1.0,4
6,False,4,-1,0.0,2
17,True,4,1,2.0,1
5,False,3,1,1.0,1
17,False,4,2,-0.667,3
19,False,9,2,0.0,2
19,False,11,1,1.0,1
11,False,5,1,1.0,2
18,False,4,1,-0.6,5
4,False,2,1,-2.0,1
13,False,10,4,-0.556,9
17,True,5,6,2.0,1
19,False,7,5,1.0,1
6,False,3,0,-0.2,5
16,True,6,0,-1.0,4
5,False,2,-1,1.0,2
12,False,6,-1,-0.111,9
14,True,2,-1,1.0,2
18,False,5,-2,0.0,4
19,False,6,-1,1.0,2
13,False,4,-3,-1.0,2
20,True,10,-1,0.4,5
15,False,4,-1,-0.667,6
19,True,11,0,-0.4,5
5,False,3,0,0.0,2
16,True,7,0,0.0,2
8,False,4,1,0.5,2
19,True,3,1,1.0,1
10,False,6,1,1.0,4
18,False,2,2,0.0,2
12,False,6,1,-0.5,8
12,False,7,2,-0.143,7
20,False,8,1,1.0,9
21,True,6,-1,1.5,2
11,False,7,-1,1.333,3
10,False,2,-1,1.0,2
18,False,10,-2,-0.3,10
17,False,4,-3,0.0,3
19,False,2,-3,0.5,4
17,False,3,-2,-0.4,5
8,False,11,-3,-1.0,1
10,False,10,-3,1.0,1
15,False,9,-3,-0.5,4
5,False,4,-3,1.0,1
14,False,2,-2,0.0,3
20,True,3,-1,0.0,2
20,False,3,-4,-1.0,1
14,False,11,-5,-1.0,1
20,False,3,-5,0.0,1
5,False,7,-6,1.0,1
12,False,9,-5,-1.0,1
6,False,2,0,-0.1,10
14,False,8,-1,0.667,3
19,True,11,-2,-1.0,1
12,False,3,-3,0.5,2
8,False,9,-2,1.0,2
18,False,4,-2,1.0,2
17,False,5,-2,-1.0,1
15,False,6,-2,-1.0,6
13,False,3,-3,1.0,1
8,False,7,-4,1.0,2
20,False,3,-3,0.0,2
12,False,4,-4,-1.0,1
17,False,3,-3,0.5,2
19,False,10,-3,0.0,3
19,True,4,-4,1.0,1
13,False,11,-5,-1.0,1
18,False,8,-4,0.0,1
18,False,11,-5,-1.0,1
20,True,6,-6,-1.0,1
11,False,5,-6,-2.0,1
11,False,3,-5,-2.0,2
13,False,11,-3,-1.0,1
18,False,10,-5,-0.333,3
13,False,6,-7,1.0,1
15,False,9,-7,0.0,1
20,True,5,0,1.0,5
16,False,9,-1,-0.375,4
21,True,8,1,1.5,4
16,False,9,1,-0.5,5
10,False,9,1,-0.667,3
21,True,11,1,1.0,3
20,True,3,1,1.0,2
5,False,2,0,-0.25,8
13,False,8,-2,-1.0,2
10,False,8,-1,0.333,6
19,False,9,-2,0.5,2
5,False,11,-2,0.0,2
10,False,7,-2,2.0,2
9,False,3,-3,-1.0,2
13,False,9,-2,-1.0,5
15,False,7,-4,1.0,1
19,True,6,-4,2.0,1
16,False,6,-3,-0.333,3
14,False,11,-1,-0.5,4
18,True,2,-2,0.667,3
14,False,5,-2,-0.25,8
22,True,10,-1,0.75,4
15,False,8,-3,-0.5,4
17,False,5,-3,-1.0,2
11,False,11,-4,0.0,1
12,False,6,-4,-1.0,1
12,False,5,-4,-1.0,2
11,False,5,-4,2.0,1
18,False,4,-4,1.0,1
5,False,7,-5,1.0,1
12,False,5,-5,-1.0,1
15,False,11,-5,-0.5,1
5,False,8,-5,-1.0,1
20,True,4,-1,1.0,1
18,True,9,-1,0.0,2
9,False,2,-2,-1.0,3
14,True,9,0,-0.667,6
20,True,5,1,0.0,1
21,True,4,-1,1.5,6
20,False,9,-2,0.5,4
17,True,5,-1,-2.0,2
14,True,7,-2,1.0,1
9,False,9,-2,1.0,1
12,False,9,-2,-0.6,5
17,True,2,-2,1.0,1
4,False,10,-2,-1.0,1
14,False,11,-3,-1.0,3
14,False,7,-4,-1.0,1
11,False,6,-4,0.0,2
16,True,8,0,0.667,6
18,True,11,1,-1.0,2
19,True,4,1,1.0,2
6,False,11,1,-1.0,1
8,False,4,3,1.0,1
17,False,10,3,-0.875,8
16,False,3,2,0.0,6
9,False,4,3,2.0,1
21,True,2,4,1.5,1
13,False,3,3,-1.0,2
19,False,7,4,0.333,3
11,False,4,3,0.0,2
10,False,3,3,0.667,3
12,False,5,3,1.0,1
20,False,6,4,0.667,3
21,True,11,3,0.0,1
13,False,3,2,0.143,7
15,False,5,1,0.0,4
13,False,11,2,-0.333,3
20,True,10,2,1.0,2
20,False,11,2,-0.25,4
20,False,7,2,1.0,3
10,False,7,2,2.0,2
18,True,6,2,0.0,2
13,False,5,2,0.333,3
9,False,9,2,0.0,2
15,False,2,3,-1.0,4
15,False,8,4,0.0,2
19,False,9,4,1.0,1
16,False,4,4,-1.0,1
21,True,6,5,1.5,2
20,False,8,4,0.5,2
18,True,10,3,-0.5,2
15,True,9,2,1.0,1
14,False,5,2,0.2,5
14,False,11,3,-0.5,4
19,False,2,1,0.25,4
17,True,8,2,0.333,3
6,False,4,0,-0.333,3
18,True,8,0,0.0,5
7,False,11,0,-1.0,4
15,False,6,-1,-0.5,4
16,True,2,0,0.0,2
20,False,11,-2,0.143,7
7,False,10,-4,-0.333,3
11,False,6,-1,1.0,2
17,True,2,0,0.333,3
18,False,6,-1,0.333,3
13,True,8,0,0.2,5
13,True,5,0,0.4,5
19,True,8,-1,1.0,3
21,True,5,-1,1.5,3
7,False,11,-3,-1.0,1
17,True,3,-3,-2.0,1
14,True,11,-3,-1.0,1
11,False,3,-3,2.0,4
19,False,9,-3,1.0,1
12,False,11,-4,1.0,1
18,False,9,-4,1.0,2
18,True,5,-4,2.0,1
13,False,5,-5,-1.0,1
8,False,4,-6,0.0,1
18,True,2,-5,2.0,1
16,False,5,-6,-1.0,1
12,False,10,-7,-1.0,3
19,False,9,-8,0.0,1
16,False,10,-8,-0.5,1
16,False,8,-9,0.0,1
17,False,3,-9,-1.0,1
15,False,10,-9,-0.5,1
15,False,11,-9,-0.5,1
5,False,8,-9,1.0,1
17,False,10,-9,-1.0,1
15,True,3,0,-0.8,5
22,True,10,0,0.75,4
4,False,7,0,-0.5,4
19,True,5,0,1.0,3
4,False,6,1,3.0,1
18,False,2,1,-0.6,5
9,False,10,-2,-0.4,5
17,True,11,-2,0.0,1
7,False,2,-3,0.0,2
13,False,8,-3,-0.333,3
17,False,2,-3,0.0,2
20,True,11,-3,-1.0,1
16,False,5,-3,0.0,2
18,False,5,-3,-1.0,2
14,False,3,-3,0.0,2
13,False,5,-4,1.0,2
20,False,11,-4,0.0,1
14,True,10,-5,1.0,1
19,True,10,-6,-1.0,1
6,False,8,-7,1.0,1
4,False,7,-6,0.0,1
20,False,10,-6,-1.0,1
13,False,3,-8,1.0,1
13,False,4,-9,-1.0,1
14,False,4,-7,-1.0,1
19,False,2,-7,1.0,1
17,False,8,-8,-1.0,1
16,True,3,-9,-1.0,1
14,False,3,-9,-1.0,1
15,False,3,-8,-1.0,1
13,False,11,-8,-1.0,1
13,False,11,-10,-1.0,1
22,True,11,0,-1.0,2
11,False,8,-1,0.0,4
19,False,7,-1,1.0,4
19,False,8,-2,0.667,3
19,False,3,-1,-0.25,4
11,False,4,-3,2.0,1
11,False,8,-3,-0.667,3
10,False,5,-3,2.0,2
17,True,3,1,-2.0,3
11,False,8,1,0.0,5
20,False,9,2,0.714,7
14,False,8,3,0.25,4
20,True,2,3,-0.5,2
19,False,7,3,0.5,2
20,True,10,3,1.0,1
13,True,10,3,0.5,4
7,False,11,2,-0.5,4
22,True,10,3,0.0,1
15,False,4,2,1.0,2
19,False,5,3,1.0,2
18,False,11,3,0.0,2
13,False,8,2,-1.0,5
13,False,2,2,-1.0,2
9,False,6,2,2.0,1
10,False,2,3,0.0,2
18,True,7,4,1.0,2
18,True,10,4,-0.5,2
16,True,7,3,1.0,1
13,False,10,5,-1.0,4
15,False,2,4,-1.0,2
19,False,8,5,0.0,2
14,False,6,5,1.0,2
13,False,10,6,-0.333,3
17,False,10,8,-1.0,1
17,False,7,7,1.0,1
8,False,4,7,-1.0,1
4,False,2,0,-2.333,3
21,True,6,0,1.5,13
14,True,8,-1,-1.0,1
10,False,7,-1,1.5,4
17,False,6,-1,1.0,4
18,False,8,-2,-0.2,5
18,True,3,-2,-2.0,1
8,False,9,-3,0.0,2
8,False,10,-4,-1.0,1
14,False,8,-3,0.0,2
13,False,11,-2,0.0,2
18,False,6,-3,0.0,2
20,False,7,-4,1.0,1
7,False,10,-5,-1.0,1
8,False,6,-5,0.0,1
7,False,4,0,0.0,6
16,True,5,1,2.0,1
20,True,10,1,0.0,4
7,False,8,1,0.0,3
8,False,11,2,-1.0,5
17,False,2,3,1.0,2
17,False,11,2,-0.8,5
11,False,3,2,1.333,3
18,False,3,2,1.0,1
17,False,5,3,-0.5,4
15,False,10,3,-0.556,9
13,True,9,1,1.0,1
21,True,5,1,1.5,1
14,True,6,1,0.0,2
11,False,2,1,0.0,3
21,True,9,2,1.5,1
19,True,3,2,-0.5,2
13,False,2,3,-0.5,4
14,True,8,4,1.0,1
13,False,4,3,0.333,3
19,False,6,4,1.0,1
20,False,11,4,0.2,5
20,False,3,3,1.0,4
11,False,11,3,0.75,4
18,False,5,3,0.0,2
12,False,3,3,1.0,1
18,False,2,4,1.0,1
17,False,10,5,-0.333,3
9,False,10,4,-0.25,4
19,True,7,5,1.0,1
16,False,10,5,-0.5,4
17,True,6,5,2.0,1
9,False,10,5,1.0,1
16,False,5,6,0.0,2
11,False,8,7,2.0,1
21,True,3,3,1.5,2
6,False,5,3,0.0,1
15,False,5,4,-1.0,1
16,True,9,4,1.0,1
13,True,4,5,-1.0,1
13,False,6,5,0.0,2
15,False,4,6,1.0,1
12,False,11,6,-1.0,2
10,False,7,5,-2.0,1
10,False,9,6,-2.0,2
10,False,7,6,-2.0,1
20,False,10,6,0.0,6
12,False,10,6,-1.0,1
19,True,3,5,-1.0,1
11,False,8,3,1.0,2
16,True,10,5,-1.0,2
21,True,10,5,1.5,3
14,True,4,4,0.0,1
11,False,5,5,2.0,1
5,False,10,6,-1.0,2
14,False,3,6,0.0,2
18,False,8,6,0.5,2
19,False,8,6,1.0,1
21,True,8,7,1.5,1
9,False,8,6,1.0,1
20,False,4,6,1.0,1
10,False,5,6,2.0,1
19,False,9,6,-1.0,1
15,False,10,7,-1.0,1
15,True,2,-1,-1.0,1
12,False,10,-2,-0.4,15
21,True,7,-1,1.5,3
17,True,11,-1,-1.0,2
19,False,6,-2,1.0,1
15,False,9,-2,-1.0,2
10,False,8,-3,-1.0,2
13,True,10,-2,0.333,3
21,True,11,-1,1.5,1
11,False,2,-2,2.0,2
